department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
HR,region_15,Master's & above,f,other,1,41,5.0,8,0,52,0
Procurement,region_2,Bachelor's,f,other,2,31,0.0,1,0,72,0
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,49,4.0,3,0,51,0
Procurement,region_17,Bachelor's,m,other,1,27,3.0,5,0,68,0
Analytics,region_7,Bachelor's,m,sourcing,1,41,5.0,5,0,82,0
Sales & Marketing,region_25,Master's & above,m,sourcing,1,41,3.0,8,0,50,0
Technology,region_10,Master's & above,f,sourcing,1,33,4.0,7,0,82,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,32,3.0,5,0,47,0
Technology,region_13,Bachelor's,m,other,1,41,4.0,2,0,82,0
HR,region_23,Bachelor's,m,other,1,33,4.0,5,0,50,0
Analytics,region_22,Bachelor's,m,sourcing,2,29,5.0,3,0,88,1
Technology,region_13,Master's & above,f,other,1,31,3.0,5,0,80,0
Technology,region_23,Master's & above,m,sourcing,1,39,3.0,9,0,78,0
Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,0.0,1,0,50,0
Procurement,region_2,Bachelor's,f,sourcing,1,32,4.0,4,0,68,0
Finance,region_30,Bachelor's,f,sourcing,1,28,1.0,3,0,60,1
Sales & Marketing,region_4,Master's & above,f,sourcing,1,43,5.0,12,0,46,0
R&D,region_2,Master's & above,f,other,1,34,3.0,10,0,85,1
Sales & Marketing,region_22,Bachelor's,m,other,1,30,3.0,2,0,46,0
Operations,region_2,Master's & above,m,other,1,38,3.0,6,0,56,1
Procurement,region_16,Bachelor's,m,other,2,33,4.0,6,0,65,0
Sales & Marketing,region_7,Master's & above,m,other,1,37,3.0,2,0,51,0
Procurement,region_12,Bachelor's,m,other,1,35,3.0,10,0,67,0
Technology,region_2,Bachelor's,m,referred,2,39,3.0,3,0,81,0
Sales & Marketing,region_2,Bachelor's,m,other,1,32,3.0,6,0,58,0
Operations,region_16,Bachelor's,f,other,1,33,5.0,6,0,59,0
Sales & Marketing,region_4,Bachelor's,m,sourcing,2,32,1.0,2,0,49,0
Procurement,region_22,Master's & above,m,other,1,37,3.0,9,0,65,0
Technology,region_14,Master's & above,m,sourcing,1,36,4.0,2,0,79,0
Sales & Marketing,region_26,Bachelor's,m,other,1,35,3.0,8,0,45,0
Sales & Marketing,region_6,Bachelor's,m,sourcing,2,29,5.0,5,0,52,0
Sales & Marketing,region_2,Master's & above,m,other,1,37,5.0,10,0,50,0
Operations,region_7,Bachelor's,f,other,1,50,3.0,2,0,59,0
Sales & Marketing,region_16,Bachelor's,f,other,1,29,0.0,1,0,51,0
Finance,region_2,Bachelor's,m,sourcing,1,38,4.0,8,0,54,0
Sales & Marketing,region_22,Bachelor's,f,sourcing,2,32,1.0,8,0,52,0
Operations,region_4,Master's & above,m,other,1,36,5.0,9,0,59,0
Technology,region_7,Bachelor's,m,sourcing,1,37,4.0,7,0,81,0
Sales & Marketing,region_28,Bachelor's,m,sourcing,1,35,4.0,4,0,48,0
Sales & Marketing,region_28,Bachelor's,m,sourcing,1,36,3.0,4,0,49,0
Sales & Marketing,region_4,Master's & above,m,sourcing,1,46,2.0,15,0,51,0
Technology,region_23,Master's & above,m,other,1,31,1.0,2,0,77,0
Technology,region_2,Unidentified,f,other,1,42,3.0,7,0,83,0
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,39,3.0,7,0,43,0
Operations,region_13,Bachelor's,f,other,1,28,3.0,3,0,57,0
Analytics,region_2,Master's & above,m,other,1,41,5.0,10,0,91,1
Technology,region_2,Bachelor's,m,other,4,31,4.0,7,0,79,0
HR,region_20,Bachelor's,m,sourcing,1,28,5.0,3,0,50,0
Operations,region_2,Bachelor's,f,sourcing,2,32,2.0,4,0,60,0
Operations,region_22,Master's & above,m,other,1,46,2.0,20,0,59,0
Sales & Marketing,region_7,Master's & above,m,sourcing,1,40,5.0,14,0,45,0
Procurement,region_7,Master's & above,m,other,1,32,3.0,5,0,73,0
Technology,region_15,Bachelor's,m,other,1,29,4.0,7,0,93,1
Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,2.0,8,0,56,0
Sales & Marketing,region_2,Unidentified,f,other,1,21,3.0,2,0,49,0
Procurement,region_22,Bachelor's,m,sourcing,2,31,3.0,5,0,69,0
Operations,region_2,Master's & above,m,other,2,47,4.0,3,0,56,0
Technology,region_7,Bachelor's,f,other,1,30,4.0,5,0,80,0
Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,5.0,7,0,54,0
Sales & Marketing,region_14,Bachelor's,m,sourcing,1,37,3.0,3,0,64,1
Procurement,region_7,Below Secondary,m,sourcing,1,25,3.0,3,0,68,0
Sales & Marketing,region_25,Bachelor's,f,other,1,27,0.0,1,0,47,0
Finance,region_32,Bachelor's,m,sourcing,1,29,3.0,4,0,58,0
Procurement,region_27,Bachelor's,m,other,1,34,2.0,3,0,71,0
Operations,region_19,Bachelor's,f,other,1,36,4.0,2,1,58,1
HR,region_22,Bachelor's,m,sourcing,1,30,1.0,2,0,53,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,5.0,11,0,48,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,2,36,3.0,7,0,49,0
Operations,region_14,Bachelor's,f,other,1,34,5.0,5,0,60,0
Technology,region_7,Bachelor's,f,other,2,24,3.0,3,0,79,0
Operations,region_2,Bachelor's,f,other,2,54,5.0,3,0,58,0
Operations,region_31,Master's & above,f,sourcing,1,43,5.0,11,0,88,1
Operations,region_22,Bachelor's,f,sourcing,1,43,5.0,14,0,57,0
Technology,region_31,Master's & above,f,other,1,32,3.0,5,0,79,0
Technology,region_7,Bachelor's,m,other,1,27,5.0,1,0,77,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,23,0.0,1,0,49,0
R&D,region_22,Bachelor's,m,other,5,30,1.0,2,0,85,0
Technology,region_11,Bachelor's,m,sourcing,1,28,5.0,4,0,78,0
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,40,3.0,4,0,46,0
Operations,region_7,Bachelor's,f,sourcing,2,31,3.0,2,0,61,0
Sales & Marketing,region_26,Bachelor's,f,sourcing,2,36,3.0,3,0,49,0
Procurement,region_15,Master's & above,m,sourcing,1,34,3.0,7,0,71,0
Operations,region_26,Bachelor's,f,other,1,31,3.0,7,0,59,0
Technology,region_15,Bachelor's,m,other,2,40,3.0,4,0,77,0
Operations,region_30,Bachelor's,f,other,1,27,3.0,6,0,63,0
Sales & Marketing,region_26,Bachelor's,m,other,1,42,3.0,3,0,48,0
Operations,region_15,Bachelor's,f,other,1,36,5.0,4,0,66,0
Operations,region_2,Master's & above,m,other,1,44,5.0,3,0,56,0
Sales & Marketing,region_26,Bachelor's,m,other,1,31,1.0,9,0,47,0
Sales & Marketing,region_22,Unidentified,m,sourcing,1,28,3.0,3,0,49,0
Sales & Marketing,region_11,Bachelor's,m,other,4,33,1.0,4,0,51,0
Operations,region_31,Bachelor's,m,other,1,33,2.0,7,0,59,0
Technology,region_2,Bachelor's,m,sourcing,1,31,4.0,4,0,75,0
Technology,region_13,Master's & above,m,sourcing,1,45,3.0,13,0,87,0
Operations,region_23,Bachelor's,m,sourcing,1,30,5.0,4,0,57,0
Operations,region_8,Bachelor's,m,other,1,31,4.0,3,0,57,0
Analytics,region_22,Unidentified,m,sourcing,1,29,3.0,3,0,86,0
Procurement,region_17,Bachelor's,m,sourcing,1,42,1.0,12,0,69,0
Technology,region_22,Bachelor's,m,referred,1,29,4.0,4,0,79,0
Sales & Marketing,region_22,Bachelor's,m,referred,2,26,0.0,1,0,52,0
Operations,region_22,Master's & above,m,other,1,42,4.0,5,0,61,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,2.0,3,1,48,0
Analytics,region_21,Bachelor's,m,other,1,29,3.0,5,0,81,0
Procurement,region_20,Bachelor's,f,other,1,34,1.0,7,0,64,0
Sales & Marketing,region_13,Master's & above,m,sourcing,1,34,3.0,2,0,44,0
Procurement,region_27,Bachelor's,m,other,2,31,3.0,6,0,71,0
Finance,region_22,Master's & above,f,sourcing,1,34,3.0,6,0,63,0
Sales & Marketing,region_32,Bachelor's,m,other,1,42,3.0,4,0,45,0
Technology,region_13,Bachelor's,m,sourcing,1,45,1.0,17,0,76,0
Finance,region_22,Bachelor's,f,other,1,29,0.0,1,0,59,0
Finance,region_22,Bachelor's,m,sourcing,2,27,1.0,3,0,58,0
Operations,region_30,Bachelor's,f,other,1,32,3.0,7,0,66,0
Technology,region_14,Bachelor's,f,other,1,32,3.0,6,0,81,0
Analytics,region_27,Bachelor's,m,sourcing,1,32,4.0,5,0,84,0
Technology,region_27,Bachelor's,f,other,1,28,5.0,7,0,74,0
Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,1.0,2,0,47,0
Operations,region_24,Master's & above,f,other,1,38,3.0,8,0,51,0
Sales & Marketing,region_33,Bachelor's,m,other,1,30,5.0,2,0,51,0
Operations,region_22,Master's & above,m,referred,1,34,5.0,8,0,90,1
Sales & Marketing,region_4,Master's & above,m,sourcing,1,34,4.0,5,0,52,0
Sales & Marketing,region_26,Bachelor's,m,sourcing,1,52,3.0,9,0,46,0
Operations,region_15,Bachelor's,m,sourcing,1,23,3.0,2,0,65,0
Operations,region_22,Bachelor's,m,sourcing,1,46,5.0,18,0,61,0
Sales & Marketing,region_2,Unidentified,m,other,3,26,5.0,2,0,52,0
HR,region_2,Master's & above,f,other,1,50,5.0,7,0,50,0
Sales & Marketing,region_2,Bachelor's,f,other,1,38,4.0,10,0,48,0
Procurement,region_12,Bachelor's,m,other,1,33,4.0,5,0,69,0
Technology,region_5,Bachelor's,f,other,1,26,4.0,3,0,80,1
R&D,region_22,Bachelor's,m,other,2,30,3.0,2,0,86,0
Sales & Marketing,region_13,Bachelor's,f,other,1,28,2.0,5,0,52,0
Analytics,region_2,Master's & above,m,sourcing,2,32,3.0,8,0,85,0
Analytics,region_25,Bachelor's,m,other,1,30,1.0,2,0,85,0
Sales & Marketing,region_4,Bachelor's,m,sourcing,1,37,2.0,3,0,46,0
Sales & Marketing,region_25,Unidentified,m,other,1,32,1.0,8,0,47,0
Operations,region_2,Master's & above,f,other,1,44,5.0,6,1,60,0
Sales & Marketing,region_29,Bachelor's,m,other,1,28,1.0,4,0,52,0
Operations,region_2,Master's & above,m,other,1,45,3.0,6,0,56,0
Technology,region_13,Bachelor's,f,sourcing,1,26,4.0,3,0,78,0
Operations,region_13,Bachelor's,f,sourcing,1,33,4.0,6,0,62,0
Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,3.0,14,0,46,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,5.0,5,0,53,0
Sales & Marketing,region_4,Master's & above,m,sourcing,2,35,1.0,6,0,50,0
Finance,region_13,Master's & above,m,other,1,37,5.0,5,0,58,0
Procurement,region_19,Bachelor's,m,other,1,34,3.0,5,0,70,0
Procurement,region_12,Bachelor's,m,other,1,33,3.0,6,0,67,0
Sales & Marketing,region_5,Unidentified,m,other,1,27,0.0,1,0,47,0
Procurement,region_13,Bachelor's,m,other,2,31,3.0,4,0,70,0
Sales & Marketing,region_7,Master's & above,m,sourcing,2,45,5.0,13,0,47,0
Analytics,region_25,Bachelor's,m,sourcing,1,30,4.0,4,0,84,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,25,0.0,1,0,45,0
Technology,region_7,Bachelor's,f,other,1,31,4.0,2,0,79,0
Sales & Marketing,region_20,Bachelor's,m,sourcing,1,32,4.0,2,0,49,0
Operations,region_29,Bachelor's,m,sourcing,1,27,1.0,4,0,67,0
Sales & Marketing,region_26,Bachelor's,m,other,1,32,1.0,10,0,51,0
Operations,region_26,Bachelor's,m,other,1,49,3.0,18,0,61,0
Procurement,region_27,Bachelor's,m,sourcing,3,38,1.0,10,0,64,0
Technology,region_17,Bachelor's,f,sourcing,1,29,3.0,1,0,79,1
Sales & Marketing,region_7,Master's & above,f,other,1,37,5.0,3,1,98,1
Sales & Marketing,region_25,Bachelor's,m,other,1,31,0.0,1,0,48,0
Operations,region_29,Master's & above,m,other,1,31,5.0,3,0,60,1
Technology,region_2,Unidentified,f,other,1,50,3.0,16,0,82,0
Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,3.0,7,0,52,0
Technology,region_25,Bachelor's,f,other,1,27,5.0,2,0,80,0
Procurement,region_24,Master's & above,m,other,1,39,3.0,6,0,67,0
Operations,region_26,Bachelor's,f,sourcing,1,34,4.0,6,0,62,0
Sales & Marketing,region_22,Bachelor's,f,other,1,29,1.0,1,0,54,0
HR,region_2,Below Secondary,m,sourcing,1,22,5.0,2,1,52,1
Technology,region_19,Bachelor's,m,other,2,32,4.0,2,0,79,0
Technology,region_20,Master's & above,m,sourcing,1,39,4.0,9,0,95,1
Technology,region_22,Master's & above,m,sourcing,1,33,2.0,7,0,79,0
Operations,region_4,Bachelor's,f,other,1,36,3.0,8,0,60,0
Technology,region_7,Bachelor's,f,referred,2,31,4.0,3,0,74,0
R&D,region_15,Master's & above,m,sourcing,2,35,3.0,10,0,83,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,5.0,6,0,50,0
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,42,2.0,3,0,50,0
Operations,region_16,Bachelor's,m,other,1,28,3.0,3,0,66,0
Sales & Marketing,region_11,Bachelor's,m,sourcing,2,36,5.0,9,0,50,0
HR,region_2,Master's & above,m,other,1,48,3.0,20,0,46,0
Technology,region_22,Bachelor's,f,sourcing,1,29,5.0,5,0,82,0
Operations,region_4,Bachelor's,m,sourcing,1,43,5.0,5,0,58,0
Analytics,region_4,Bachelor's,m,sourcing,2,36,5.0,3,0,85,0
Procurement,region_33,Bachelor's,m,other,1,27,2.0,2,0,71,0
Technology,region_7,Master's & above,m,sourcing,1,30,3.0,6,0,78,0
Sales & Marketing,region_22,Bachelor's,m,other,1,25,2.0,2,0,52,0
HR,region_2,Master's & above,f,sourcing,1,36,3.0,9,0,50,1
Technology,region_7,Master's & above,f,other,2,41,1.0,7,0,83,0
Operations,region_31,Bachelor's,m,sourcing,1,32,3.0,7,0,52,0
Technology,region_24,Bachelor's,f,sourcing,1,29,3.0,4,0,79,0
Finance,region_30,Bachelor's,m,other,1,28,5.0,2,0,60,1
Technology,region_5,Bachelor's,f,sourcing,1,30,2.0,3,0,79,0
Procurement,region_2,Master's & above,f,other,1,50,5.0,9,0,74,1
Technology,region_2,Master's & above,f,other,1,42,3.0,6,0,80,0
Technology,region_4,Bachelor's,f,sourcing,1,35,3.0,6,0,79,0
HR,region_22,Below Secondary,m,other,1,22,3.0,2,0,50,0
Sales & Marketing,region_25,Bachelor's,m,sourcing,1,29,3.0,2,0,50,0
Procurement,region_22,Master's & above,m,other,4,33,2.0,4,0,70,0
Operations,region_15,Bachelor's,m,other,1,28,4.0,7,0,62,0
Procurement,region_31,Master's & above,f,sourcing,2,35,5.0,3,0,70,0
Analytics,region_22,Bachelor's,m,other,1,26,0.0,1,0,86,0
Procurement,region_2,Master's & above,m,sourcing,1,34,2.0,5,0,73,0
Technology,region_7,Bachelor's,f,other,1,28,1.0,2,0,81,0
Sales & Marketing,region_33,Bachelor's,f,other,1,31,1.0,9,0,49,0
Sales & Marketing,region_9,Bachelor's,m,other,2,25,0.0,1,0,48,0
R&D,region_22,Master's & above,m,sourcing,1,36,4.0,7,0,78,0
Operations,region_2,Below Secondary,f,other,1,22,4.0,2,0,58,0
Operations,region_26,Bachelor's,f,sourcing,1,32,5.0,3,0,60,0
Procurement,region_30,Bachelor's,f,sourcing,1,28,3.0,4,0,66,0
Sales & Marketing,region_25,Bachelor's,m,sourcing,1,32,5.0,5,0,46,0
Analytics,region_1,Master's & above,m,other,2,30,3.0,6,0,83,0
Analytics,region_20,Bachelor's,m,other,1,29,1.0,6,0,82,0
Sales & Marketing,region_2,Unidentified,m,sourcing,1,38,5.0,9,0,44,0
Technology,region_22,Master's & above,m,sourcing,1,42,4.0,12,0,79,0
Sales & Marketing,region_1,Master's & above,f,other,1,34,5.0,2,0,49,0
Technology,region_2,Bachelor's,f,sourcing,1,36,4.0,8,0,86,0
Operations,region_7,Bachelor's,f,other,1,33,3.0,6,0,60,0
Sales & Marketing,region_11,Master's & above,m,other,1,31,4.0,3,0,47,0
HR,region_22,Master's & above,f,sourcing,1,32,3.0,5,0,48,0
Operations,region_11,Master's & above,m,other,1,41,5.0,3,0,63,0
Technology,region_7,Master's & above,f,other,1,48,1.0,16,0,79,0
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,3.0,2,0,51,0
Analytics,region_31,Bachelor's,m,other,1,42,3.0,2,0,89,0
Sales & Marketing,region_33,Bachelor's,m,other,1,43,3.0,13,0,52,0
Analytics,region_30,Bachelor's,m,sourcing,2,29,4.0,3,0,82,0
Sales & Marketing,region_9,Bachelor's,m,sourcing,1,28,0.0,1,0,50,0
Sales & Marketing,region_7,Master's & above,m,other,1,37,3.0,8,0,50,0
Finance,region_2,Bachelor's,m,other,1,28,0.0,1,0,59,0
Sales & Marketing,region_22,Bachelor's,f,other,1,30,5.0,6,0,54,0
Operations,region_15,Bachelor's,m,other,1,48,5.0,5,0,60,0
Operations,region_9,Master's & above,f,other,1,33,3.0,7,0,55,0
Sales & Marketing,region_31,Bachelor's,m,other,2,25,0.0,1,0,48,0
Operations,region_15,Bachelor's,f,other,1,44,3.0,14,0,64,0
Analytics,region_2,Bachelor's,m,sourcing,2,28,5.0,4,0,85,0
Analytics,region_31,Bachelor's,m,other,1,38,2.0,10,0,83,0
Operations,region_20,Bachelor's,f,sourcing,1,36,5.0,9,0,64,0
Operations,region_2,Bachelor's,m,sourcing,3,34,3.0,10,0,64,0
Operations,region_2,Master's & above,f,other,2,36,1.0,7,0,60,0
Sales & Marketing,region_25,Bachelor's,m,other,1,25,3.0,2,0,50,0
Technology,region_2,Master's & above,m,sourcing,1,54,1.0,24,0,80,0
Procurement,region_7,Bachelor's,f,sourcing,1,49,3.0,15,0,72,0
Sales & Marketing,region_25,Master's & above,f,other,1,34,3.0,2,0,44,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,4.0,6,0,49,1
Technology,region_2,Bachelor's,f,other,1,29,2.0,3,0,79,0
Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,4,0,47,0
Operations,region_4,Master's & above,m,sourcing,1,30,0.0,1,0,61,1
Technology,region_2,Bachelor's,f,other,1,32,2.0,7,0,78,0
Analytics,region_22,Bachelor's,m,sourcing,1,26,3.0,2,0,87,0
Sales & Marketing,region_15,Unidentified,m,other,1,30,0.0,1,0,48,0
Technology,region_7,Master's & above,m,other,2,39,4.0,7,1,80,0
Sales & Marketing,region_22,Bachelor's,m,referred,2,27,0.0,1,0,48,0
Procurement,region_17,Bachelor's,f,other,1,48,3.0,15,0,67,0
Operations,region_13,Bachelor's,m,other,1,44,5.0,4,0,58,0
Technology,region_7,Bachelor's,m,sourcing,2,37,3.0,8,0,83,1
HR,region_2,Master's & above,m,sourcing,1,45,1.0,2,0,51,0
Analytics,region_13,Master's & above,m,other,1,49,3.0,6,1,87,0
Technology,region_2,Below Secondary,m,other,1,23,0.0,1,0,82,0
Operations,region_21,Bachelor's,f,other,1,29,0.0,1,0,61,0
Operations,region_22,Master's & above,f,sourcing,1,35,4.0,7,0,57,0
Procurement,region_17,Bachelor's,f,sourcing,2,28,3.0,3,0,69,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,5.0,4,0,56,0
Technology,region_26,Bachelor's,f,other,1,28,0.0,1,0,79,0
Analytics,region_29,Bachelor's,m,other,1,27,5.0,2,0,84,0
Technology,region_26,Master's & above,m,sourcing,1,31,5.0,3,0,83,0
Finance,region_31,Bachelor's,m,other,2,27,3.0,2,0,62,0
Sales & Marketing,region_22,Master's & above,m,other,2,37,1.0,3,0,49,0
Operations,region_11,Bachelor's,f,sourcing,1,35,5.0,5,0,64,0
Technology,region_22,Bachelor's,f,other,1,24,0.0,1,0,79,0
Operations,region_26,Bachelor's,m,other,1,44,3.0,13,0,56,0
HR,region_20,Bachelor's,m,sourcing,1,27,5.0,5,0,55,0
Technology,region_1,Bachelor's,m,sourcing,1,28,3.0,6,0,83,0
Technology,region_2,Master's & above,f,other,1,34,3.0,7,0,75,0
Procurement,region_7,Bachelor's,f,other,1,47,5.0,3,0,68,0
Finance,region_7,Bachelor's,f,sourcing,1,31,5.0,6,0,60,0
Technology,region_26,Bachelor's,m,sourcing,2,30,4.0,5,0,79,0
Sales & Marketing,region_7,Master's & above,f,other,1,42,3.0,15,0,49,0
Sales & Marketing,region_32,Bachelor's,m,other,3,34,3.0,3,0,49,0
Sales & Marketing,region_27,Bachelor's,m,other,1,39,5.0,10,0,51,0
Operations,region_27,Master's & above,f,sourcing,1,40,4.0,11,0,65,0
Operations,region_2,Bachelor's,f,sourcing,1,48,2.0,2,0,58,0
Technology,region_5,Bachelor's,f,other,1,25,4.0,4,0,83,0
Sales & Marketing,region_13,Master's & above,m,other,2,49,1.0,4,0,53,0
Technology,region_14,Bachelor's,f,other,1,37,4.0,8,0,81,0
Operations,region_22,Bachelor's,m,other,2,35,5.0,7,0,64,1
Sales & Marketing,region_7,Master's & above,m,other,2,47,1.0,8,0,50,0
Operations,region_22,Bachelor's,m,sourcing,1,39,3.0,5,0,55,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,25,5.0,2,0,48,0
Procurement,region_11,Master's & above,m,other,1,42,4.0,7,0,75,0
Technology,region_6,Bachelor's,f,sourcing,1,28,0.0,1,0,79,1
Operations,region_2,Bachelor's,f,other,1,26,3.0,5,0,57,0
Analytics,region_22,Master's & above,m,other,2,38,1.0,7,0,85,0
Legal,region_22,Bachelor's,f,sourcing,1,27,4.0,2,0,63,0
HR,region_27,Bachelor's,f,other,1,27,4.0,2,0,53,0
HR,region_2,Bachelor's,m,other,1,34,3.0,6,0,48,0
Technology,region_26,Below Secondary,m,sourcing,2,25,0.0,1,0,82,0
Finance,region_27,Bachelor's,f,other,1,32,3.0,6,0,58,0
Technology,region_7,Bachelor's,f,other,2,30,2.0,2,0,78,0
Analytics,region_2,Master's & above,m,other,1,38,3.0,9,0,83,0
Analytics,region_22,Bachelor's,m,other,2,27,3.0,3,0,87,0
Procurement,region_10,Bachelor's,m,sourcing,2,29,3.0,7,0,71,0
Sales & Marketing,region_9,Unidentified,m,sourcing,1,35,4.0,8,0,50,0
Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,4.0,7,0,43,1
Technology,region_2,Bachelor's,f,other,2,45,5.0,4,0,81,0
Finance,region_2,Bachelor's,m,sourcing,2,32,3.0,6,0,61,0
Sales & Marketing,region_16,Unidentified,m,sourcing,1,21,0.0,1,0,52,0
Sales & Marketing,region_27,Bachelor's,m,other,2,29,0.0,1,0,50,0
Procurement,region_2,Bachelor's,m,sourcing,1,38,2.0,11,0,69,0
Finance,region_28,Bachelor's,f,other,1,25,0.0,1,0,62,0
Technology,region_26,Bachelor's,f,other,1,27,5.0,3,0,85,1
Procurement,region_2,Bachelor's,m,other,1,37,5.0,8,0,71,0
Sales & Marketing,region_7,Bachelor's,m,other,1,41,1.0,13,0,44,0
Operations,region_22,Master's & above,m,other,2,43,2.0,4,0,62,0
Finance,region_31,Bachelor's,m,other,1,27,3.0,3,0,60,0
Sales & Marketing,region_22,Bachelor's,f,other,2,27,3.0,2,0,49,0
Operations,region_2,Bachelor's,f,sourcing,1,54,4.0,25,0,63,0
Analytics,region_31,Bachelor's,m,other,1,40,3.0,6,0,84,0
Operations,region_5,Bachelor's,m,other,1,35,2.0,8,0,62,0
Operations,region_2,Master's & above,f,sourcing,1,39,2.0,7,0,69,1
Sales & Marketing,region_22,Master's & above,m,sourcing,1,51,1.0,19,0,53,0
Legal,region_22,Bachelor's,m,other,1,27,5.0,2,0,61,0
Technology,region_23,Bachelor's,f,sourcing,1,30,2.0,5,0,81,0
Finance,region_2,Master's & above,m,other,2,43,5.0,5,0,62,0
Sales & Marketing,region_24,Bachelor's,m,sourcing,2,34,3.0,7,0,49,0
Finance,region_2,Bachelor's,m,sourcing,2,31,3.0,7,0,57,0
Analytics,region_13,Master's & above,m,other,1,38,1.0,5,0,87,0
HR,region_32,Bachelor's,m,sourcing,1,32,2.0,7,0,51,0
Sales & Marketing,region_11,Bachelor's,m,other,2,27,0.0,1,0,45,0
Sales & Marketing,region_1,Bachelor's,m,other,1,29,4.0,5,0,50,0
Procurement,region_22,Bachelor's,f,other,1,28,1.0,6,0,68,0
Operations,region_2,Bachelor's,m,other,2,33,4.0,2,0,73,1
Technology,region_14,Bachelor's,f,other,3,39,5.0,2,0,91,1
Sales & Marketing,region_30,Master's & above,m,sourcing,1,44,3.0,11,0,47,0
Sales & Marketing,region_2,Master's & above,f,other,1,33,4.0,4,0,52,0
Sales & Marketing,region_14,Master's & above,m,sourcing,1,36,4.0,2,0,52,0
Sales & Marketing,region_15,Master's & above,m,other,1,38,5.0,10,0,49,0
Legal,region_2,Bachelor's,m,sourcing,1,43,1.0,6,0,57,0
Operations,region_22,Bachelor's,m,other,1,29,4.0,2,0,65,0
Sales & Marketing,region_29,Unidentified,m,sourcing,1,28,1.0,2,0,44,0
Sales & Marketing,region_16,Bachelor's,m,other,1,50,3.0,9,0,51,0
Procurement,region_2,Master's & above,m,other,1,54,5.0,19,0,66,0
Procurement,region_4,Bachelor's,m,sourcing,4,30,3.0,5,0,65,0
Sales & Marketing,region_2,Master's & above,f,other,1,37,5.0,2,0,49,0
Operations,region_16,Bachelor's,f,sourcing,1,28,0.0,1,0,61,0
Operations,region_13,Master's & above,f,other,1,36,5.0,2,0,61,0
